UserName,Review,Score,Date,Bank,No.,Positive,Negative,Sentiment
tams2018,"Beware that they charge higher for the monthly plan BUT you have to pay for 12 months, but it’s more expensive than the annual plan! They don’t say this anywhere when you are signing up except buried in terms and conditions so that they can claim legally they’re fine. So warning everyone!",1,12/11/2020 8:16,Revolut,204,0.200907841,0.799092174,0
ThangPQ93,Changelog said I can now hide a product. But what’s a “product” inside Revolut actually ? I don’t see this word mentioned anywhere inside the app,2,22/10/2020 13:21,Revolut,205,0.067660294,0.932339787,0
Unikfellas,"From good to bad. Trying to make online purchase but failed. Also, go fix the in app chat box. The message got cut off at the bottom. Couldn’t even read",1,24/9/2020 6:19,Revolut,206,0.018711381,0.981288671,0
adiselva,"Very bad customer service, with no response from team. Please start an option to call and get queries addressed. Customer chat service is unhelpful.",1,6/9/2020 1:42,Revolut,207,0.014219074,0.985780895,0
gerald1307,The bank transfer is still not working after more than 1 week and my funds are being withheld without any explanation. The only thing that your customer service officer can offer is that your technical team is working hard. There should be a manual workaround as it is not legal nor ethical to deny consumer access to own funds. Even the funds transfer to my own external account is being rejected. Isn't this a breach of MAS regulations under Payment Services Act?,1,1/9/2020 14:00,Revolut,208,0.034759693,0.9652403,0
Qwer1234bnm,"I have been trying to register on this app for the past 6 months. What’s good about an app that doesn’t allow you to get in? 
I have given my IC, connected the app via SingPass but in the end I get the same thing, cannot verify.",1,19/8/2020 1:11,Revolut,209,0.018977018,0.981023073,0
eliza karolina,crap - difficult to use because the provider cannot be contacted. heaps of “no-reply” emails - and no response to requests for assistance. plus: expensive,1,29/7/2020 17:08,Revolut,210,0.011660468,0.988339484,0
panghh23,"I made a 2 transfers 2 days ago and Revolut emailed saying transaction completed but my bank did not receive the funds , even though account details are correct. Who can I check with in Revolut to resolve this?",3,29/7/2020 1:49,Revolut,211,0.907725453,0.092274532,1
Lapi77,Everything your bank offers but free or for 1/10 of the price,5,23/7/2020 9:32,Revolut,212,0.311186224,0.688813806,0
ronaldyee,"The UI changes in June 2020 is definitely not a good move from Revolut, as you can see there are so many bad ratings on that. I would give 5 stars to the previous UI which is much more user friendly. For Singapore users, most of the features are unavailable. We don’t have Account Number for the major currencies (not even home currency in SGD), we can’t buy cryptocurrency or gold, we can’t trade stock, and many other features which are only available to the UK edition. How long do we need to wait for these features to be available? It is quite disappointing to be a Metal customer but end up with so many features unavailable to the Singapore users. I hope your features could be standardized across the globe.",3,10/7/2020 10:49,Revolut,213,0.435084045,0.564915895,0
charleswkc,"Being a premium plan subscriber, I must say among the similar apps that I have been using, this is by far having the worst customer service experience. A small transfer is still pending after 12 days.  “Relevant team is still fixing the issue” is not acceptable. Support agent can’t give me a timeline, can’t tell me if this is an issue for this particular transfer or affecting others, and can’t even advise me if I should cancel this transfer and start a new one. There is no point contacting support if nothing is being addressed. My advice is to use TransferWise instead, even if they do not have Apple Pay support yet. I have never encountered an issue with them and I don’t even pay any premium to use their services. Unfortunately, I am locked for 12 months having to pay for premium subscription. I am going to close my account as soon as I am done with the plan.",1,6/7/2020 18:04,Revolut,214,0.015127539,0.98487252,0
GrabFood,Stated no TOP up fees for deposit but was charged . No response from Customer Service,1,6/7/2020 15:37,Revolut,215,0.510565996,0.489434034,1
chippenpuepp,"If you are in Singapore you won’t have an account number. Not sure if/when that changes.

The only way to add money is via Apple Pay.

You cannot make payments without granting access your contacts.

The app interface used to be quite clean. It is getting more cluttered with every update. Annoying pop ups everywhere. 

If that’s the future of banking, no thank you!",1,6/7/2020 8:54,Revolut,216,0.019369751,0.980630159,0
bumelodyk,"Topped up $20 via apple pay but the first transaction ""failed"" so i clicked another time, turns out both transactions went through but fine. Few days later i realised revolut charged me $20.56 for each transaction when there shouldnt be a fee because i paid through apple pay and this has NEVER happened before so im bewildered why it would happen now. Am in the midst of contacting their customer service staff and will see how it goes.",1,28/6/2020 0:43,Revolut,217,0.29452309,0.70547688,0
Superwg,I have the exact same sentiment. The unfamiliarity of new design are very prone to mistake. User will accidentally click on the button that he did not intent to and execute the transfer of money. Very dangerous app. Don’t use.,1,18/6/2020 23:01,Revolut,218,0.016736429,0.983263671,0
JoshYKL,"Been using this app since launch and account has been locked twice due to multiple purchases overseas , isn’t this app suppose to let us spend overseas freely without using our own cards? And my account is being locked for the same exact reason which I find really dumb. Account also is currently locked and they want funds verification which I sent and they are not satisfied thus transferring me into another team of support which had been 2 weeks and no got back to me. Really take that Long for someone to help? Even live chat the support staffs ghost me and just pass on to the next staff in charge and they just ask back the same exact questions which I’ve already answered to the previous one. Please do something about your service, right now it’s really not recommended to use this application based on a user standpoint as they can have your funds locked up without a valid reason and dateline of when they would release them. :thumbs_down_light_skin_tone:",1,15/6/2020 13:16,Revolut,219,0.011248842,0.988751173,0
Aver@ge i0S Us€r,Please add Dark Mode support!,5,14/6/2020 14:18,Revolut,220,0.871778488,0.128221467,1
Rachelsasd,Revolut was a 5/5 app before they change to the new interface. However it is now very difficult to use. It is hard to see all the account with different currencies and hard to see the transaction::(,2,13/6/2020 5:39,Revolut,221,0.533335447,0.466664553,1
NarlaNiks,"As long as there is no issue in any of revolut services I am happy but once if we have got any issue and we require support then we are at dead end.
Revolut does not have any support over call and in-app chat is the worst option as there is no clarity if we are acknowledged or will be attended and we have to wait hours just seeing a blank chat screen
Please improve the in-app chat or provide other modes of customer support as some issues require immediate assistance and in current support we do not get assistance even after hours",5,11/6/2020 6:06,Revolut,222,0.040573288,0.959426582,0
Kate 28,"The new UI is so confusing and horrible! Why change something that didn’t need fixing in the first place? It’s so confusing & I prefer the old one where it’s easier to see how much money I have, plus all the transactions and requests I need to clear without having to tap so many buttons. Everything was there and it’s easy for users to scroll up & down to see all the transactions. 

There is so much space wasted in the bottom part of new UI. Hope you guys can change it back to the old one which was more user friendly.",2,9/6/2020 4:03,Revolut,223,0.012440572,0.987559319,0
RArora user,The latest UI is not good .. avoid the update unless mandated .. lots of pages are now hideen .. cannot find rates ..,3,8/6/2020 10:47,Revolut,224,0.02266768,0.977332294,0
DarkArcZ,Really great app. Love the UX and especially how there are no fees when you exchange currencies!,5,1/6/2020 6:25,Revolut,225,0.990832448,0.009167484,1
Sleep2night,"Hello, I am not able to apply for my Revolut Standard card as I am not able to receive the verification code for my mobile number to create an account. Tried a few times to send a verification code to my number but to no avail. 

Could I have some assistance on this matter, please?",2,1/5/2020 15:01,Revolut,226,0.921181977,0.078817882,1
Josh Quek (the real one),Hey why did you guys remove that? It allows me to see the burndown of the amount in the account. Can you guys bring back this feature? And maybe have an option to enable or disable that feature.,5,21/4/2020 9:53,Revolut,227,0.919721603,0.080278493,1
taqueem,The best,5,16/4/2020 3:07,Revolut,228,0.866759896,0.133240223,1
Sarahbeckett,"It keeps saying “Something went wrong, please try again later” when I try to register or login. I already deleted and redownloaded the app so many times but it didn’t fix it. Please fix the bug!",1,13/4/2020 8:26,Revolut,229,0.15718776,0.84281224,0
@sidthedesigner,"Guys, what are you all doing. The whole idea of the app was to see the amount I have in my account loud and big in the center when I open the app. Now with the new update why would you push that to the left corner. Now my eyes will never focus on the amount I have in my account. Please the design team look into the visual hierarchy of the page. You just messed up a nicely designed page in this update. Have been looking up to this app in terms of amazing visual design for a while. Why would u change it?????",5,8/4/2020 1:54,Revolut,230,0.028282441,0.971717536,0
sachinsiib,"Revolut will not prominently say anywhere , but the truth is that the amount of funds you can add to your revolut are limited by limits. No one knows what the limit is. Not even Revolut!
I’m based in Singapore and after days of trying I eventually found out that I can only add a small amount of funds to Revolut using Apple Pay and NO OTHER MEANS. Thus, I have EUR funds in my bank account and I want to use them when I travel to Europe...  and I can’t add those funds to revolut . 
So it’s useless!",2,30/3/2020 2:36,Revolut,231,0.024478748,0.975521326,0
Brant82,"After accepting my money, Revolut is now refusing to verify my identification. No attempt to email/call me or any other effort to resolve issue, just reject and ignore. 

IF YOU DO NOT INTEND TO VERIFY, REFUND THE MONEY.",1,27/3/2020 6:21,Revolut,232,0.035558693,0.96444124,0
SDP81,"Looking forward to the account numbers for SGD and other currencies, would be nice if you made and announcement on when we should be expecting these.",5,26/3/2020 15:29,Revolut,233,0.968402445,0.031597566,1
Silverhedgehog1000,"For the past few months, I’ve enjoyed using Revolut to track my financial spendings. The app is simple to navigate around, and feels really snappy to use. Being able to use Apple Pay to top-up my card adds to the convenience of using the app, but I longed for full Apple Pay integration ever since the app launched in Singapore.

Now that you guys have finally added it in, the whole Revolut experience feels more complete and I can now be a lot less reliant on my physical wallet whenever i’m making a purchase.",5,24/3/2020 3:17,Revolut,234,0.99283129,0.007168617,1
Milo1704,Took the metal card in December when I had some money. Since the virus has hit I can’t go anywhere and have had all my work cancelled. Just been charged 40 bucks to early cancel a debit card! Didn’t realize a debit card could go into negative numbers. Lol. Lol you guys are ridiculous!,1,22/3/2020 12:19,Revolut,235,0.021716701,0.978283286,0
Djokervicc,The application keep crashing upon log in,1,16/3/2020 19:47,Revolut,236,0.070488207,0.929511786,0
efgjovsfn,When will be available cryptocurrency support in Singapore,4,15/3/2020 0:39,Revolut,237,0.942427099,0.057572924,1
Sahid sarkar,I tried twice to check the identity by uploading ic. I have snap shots  to proof how clear the image was but failed both the times.,1,29/2/2020 4:52,Revolut,238,0.263198286,0.736801624,0
redbulltcp,Does not reply to chat while account is frozen. Better to go with TransferWise.,1,10/2/2020 11:37,Revolut,239,0.507056952,0.492943048,1
saadkamalsg,"There is a lot to love about Revolut. This is what regular banking should have been like. I have stopped using all my cards and solely use Revolut. 

The slap from MAS to cap everything to 30k year is probably the only downside right now.",5,4/2/2020 8:23,Revolut,240,0.984924495,0.01507552,1
ExpatMax,Saves me money. Fairly easy to use. Very versatile.  I am able transfer fund to most location w no transaction fees. I can also set the exchange rate to auto choose the high for the day so I get more bang for my buck,5,31/1/2020 5:35,Revolut,241,0.990542591,0.009457458,1
Haiqal kent,"Don’t get me wrong the app looks friendly usable, i made a virtual card, but it didn’t tick the list of basic banking app. I made a transfer from revolut account to my other bank account. It took so long just to make bank transfer.",2,29/1/2020 3:27,Revolut,242,0.049899522,0.950100541,0
ClaudiaCXY,"Amazing app I use it every day, waiting to use it when I go overseas. Only gripe is they haven’t allowed buying stocks and financial products in Singapore like Robinhood in the US. Waiting for that day fingers crossed",5,26/1/2020 12:04,Revolut,243,0.991049528,0.008950411,1
Luca londoner,"The only thing that this Revolut does ok is transferring funds in my home currency which is not something I need it for. Every time there was another currency involved I ended up incurring into even more, and substantially so, than my regular bank. Liars. Absolutely horrific experience.",1,26/1/2020 3:56,Revolut,244,0.008934881,0.991065145,0
pancgom,"After reading all the reviews, doing a lot of research, Revolut looks like it is trying to do a lot of things with no focus to what it should do.

Users getting locked out, unable to use funds, verification failure, etc... 

What kind of organization takes your money and locks you out?

What kind of app takes your money then asks for more verification to use your own money?

I would strongly recommend using Youtrip for all your travel needs FX. It does it right and does it good. If YouTrip doesn’t cut it for you try Wirex. 

As Revolut grows its doesn’t seem to bother about its users. Let Revolut get their processes and start listening to its users then perhaps use their services. 

Remember YouTrip or Wirex or Kubia could be worth a shot.",1,25/1/2020 3:02,Revolut,245,0.387276769,0.612723231,0
Premium Metal,"Revolut has the worst customer service ever. Go to their Facebook and read all the negative comments there! Despite being a premium metal card customer, they put me on hold for 3 weeks and still counting. After conducting numerous SOF reviews, they still limit my account. Their CSO talked down to me, implying that I lied. Asked very detailed questions for my transactions, and proceeded to question my reasons. My fund is stuck inside, and I shall close my account when they decide to reply. With so many restrictions, they might as well just tell what kind of transactions that I can do!",1,24/1/2020 15:22,Revolut,246,0.00976285,0.990237117,0
azyx3131,Received a warning from compliance stating I have been flagged for potential misuse and that account will be frozen. I hope that the compliance team can be more thoughtful towards customers who have high spending behaviors.,1,23/1/2020 2:56,Revolut,247,0.838620543,0.161379382,1
ghuness1987,perfect futuristic bank app,5,22/1/2020 11:21,Revolut,248,0.956604123,0.043395888,1
Terranhahhsbene,Use this code to get $10 when you sign up !!,5,15/1/2020 12:02,Revolut,249,0.978519201,0.021480883,1
km0005,"It’s fast, convenient, clear, hassle-free, very defined, easy to use.",5,19/12/2019 12:42,Revolut,250,0.993308365,0.006691731,1
Tony_9012,Wanted to use for up coming trip. Top up the card and got locked out with my money stuck inside. Beware,1,16/12/2019 10:38,Revolut,251,0.348805785,0.651194215,0
can't playback,my card is unusable. :man_shrugging:,1,15/12/2019 12:33,Revolut,252,0.139933631,0.860066414,0
jefftanlt,Tried 10 times still have problem,1,22/11/2019 1:14,Revolut,253,0.131467894,0.868532121,0
kelvinkwek,No way you can go pass the photo documents verification if it’s not accepted. And you can’t communicate the issue within the App as identify has not been verified. It just didn’t state why selfie and IC not accepted.,1,16/11/2019 7:37,Revolut,254,0.0628924,0.937107623,0
blissfulgeek,I am a brand new user and the app keeps crashing right after setting PIN and verifying phone number vi SMS.,1,13/11/2019 14:16,Revolut,255,0.294341922,0.705658078,0
Hey Care Bear,Good exchange rate,5,31/10/2019 0:52,Revolut,256,0.976382852,0.023617189,1
Ialan93,"After updated to the latest version, me and my friends unable to login, kindly fix it!",1,30/10/2019 13:43,Revolut,257,0.965958416,0.034041587,1
kishankhatri,Have been stuck on documents verification screen for two weeks now. The design says 2 to 48 hours LOL! Please look into it.,1,29/10/2019 2:54,Revolut,258,0.177194178,0.822805762,0
Danzlh,No sms otp to my SG number,1,28/10/2019 7:14,Revolut,259,0.868199825,0.131800234,1
Disapponted Client,"Once i open an acccount, i am unable to close it. Tapping on option to “close account” just leads you on a merry go round with lots of irriting steps. Disappointing.",1,27/10/2019 8:30,Revolut,260,0.013180614,0.986819327,0
q well Cons NI,I think it might be a scam,5,21/10/2019 22:53,Revolut,261,0.038688201,0.961311817,0
llAnonymousll45368891a,Registration requires a selfie and it doesn’t tell you that requirement only AFTER you topped up $20. Deleted and shall continue to use youtrip instead.,1,9/10/2019 17:32,Revolut,262,0.131131679,0.868868351,0
Diendoublee,I m trying to add money to my account via Apple Pay and I keep receiving transaction failed error. What is the problem???,2,8/10/2019 10:35,Revolut,263,0.849290848,0.150709167,1
Maxihaa,"Can’t show the whole screen sometimes + 
The reward system is totally misleading, and not stable, be ready to waste ur time promote their app and receive nothing. If I can, I wish could give 0 star. It’s really disappointing when you initially liked a company so much until u realised they are not faithful. Treat customers like idiots.",1,3/10/2019 22:34,Revolut,264,0.008344204,0.991655767,0
Jeemoo,Sometimes the keyboard does not appear,1,28/9/2019 10:50,Revolut,265,0.681028962,0.318971038,1
souravious,"There should be an option to mask the card number and cvv on cards menu. Its not safe to view cards section in public places like trains, bus etc. where people can take a picture of someone’s phone screen.",5,23/9/2019 10:51,Revolut,266,0.851359665,0.148640245,1
Mehul16,"I received an email saying my Revolut account is ready, and I was asked to update my app. However, after doing so, I was informed that I was on the wait list once again. Can someone please look into my case? There’s no helpline or email address specified in your mailer",2,30/8/2019 4:23,Revolut,267,0.693605542,0.306394428,1
gauravsanan,"I received an email today that my account is ready. All I need to do was update my app and I am part of beta users. 

Well the message still says I am in a queue. Some 14k people are ahead. 

What’s going to Mr cool bank",2,29/8/2019 15:09,Revolut,268,0.530727327,0.469272643,1
User id invite : clickme,"The team behind Revolut Singapore are committed to ensuring the highest level of customer satisfaction. They have exceeded my expectations, and I would highly recommend Revolut. With their help, my entire application process was made absolutely seamless. Thank you Revolut for granting me a peace of mind for my upcoming travels :thumbs_up_medium-light_skin_tone:",5,27/8/2019 11:05,Revolut,269,0.993778586,0.00622144,1
DiogoBap,"Revolut app works so well, very simple to manage, well organized and fast response. 
I recommend it to everybody.",5,29/5/2019 10:33,Revolut,270,0.991843343,0.008156758,1
Shabir21,"Hi, Revolut was said to be released in the Q1 of 2019 in Singapore. Q1 has ended but it has not been released yet.",5,12/4/2019 12:03,Revolut,271,0.964991808,0.035008088,1
LordofSkys,The best,5,1/9/2018 7:11,Revolut,272,0.866759896,0.133240223,1
aniawo,"Thank You :folded_hands_light_skin_tone: Revolut team for making word better. It amazing how smart people working there, creating application which ALWAYS is on point.",5,20/8/2018 16:31,Revolut,273,0.992475808,0.007524046,1
Nitneval,"Revolut is simply disrupting the banking industry with their innovative approach.
It was already the best banking app before. And now, they’re supporting crypto-currencies... Wow! They are way ahead the others I’ve tried!
Good job Revolut! Thanks",5,8/12/2017 5:51,Revolut,274,0.99348551,0.006514407,1
c100mark,"Card was delivered in time, support works very fast and I really enjoy the services",5,1/2/2017 11:41,Revolut,275,0.990447462,0.009552514,1
Mohannad Ibrahim,The best online bank,5,26/3/2024 9:45,Revolut,276,0.937400639,0.062599398,1
Josh Silence,Works great for everything financially when you need to exchange currency,5,26/3/2024 9:34,Revolut,277,0.962430954,0.037569195,1
Indranil Das,great app,5,26/3/2024 8:43,Revolut,278,0.840519309,0.159480691,1
Jim N,"app keeps saying crashed even when i have forced closed it, getting stopped working warnings every 15 mins cant use my phone without uninstalling it. someone needs to lose their job",5,26/3/2024 8:16,Revolut,279,0.043510094,0.95648998,0
Paria Karimi,Perfetta,5,26/3/2024 6:52,Revolut,280,0.768659234,0.231340677,1
S Malik,Good app but they don't give loan or credit to existing users unfortunately,3,26/3/2024 6:18,Revolut,281,0.893956065,0.106044017,1
doru circu,"the best way to transfer money,and to have more accounts",5,26/3/2024 5:59,Revolut,282,0.958369374,0.041630492,1
Xypleth,"Nice, all is great and working stably",5,26/3/2024 5:55,Revolut,283,0.928983092,0.071017034,1
Patrick Stack O'Neill,I like the summary of spending amounts and balance. With children abroad transferring funds is quick and easy.,5,26/3/2024 5:44,Revolut,284,0.985527575,0.014472353,1
Thomas Craig,So far so good,5,26/3/2024 5:43,Revolut,285,0.891358674,0.108641244,1
Laxmi Prasad Ghimire,"For the esim, there's not enough country. I need esim for Nepal. And :Nepal: Nepal is not listed on its esim countries.",1,26/3/2024 5:11,Revolut,286,0.813828409,0.186171487,1
Mohammad Yousuf,User friendly application system and Bank also. Thanks to Revolut for user friendly service,5,26/3/2024 5:04,Revolut,287,0.988205194,0.011794677,1
Mārtiņš Lasmanis,"Revolut cant explain how other person can add your card without authorization to google pay/apple pay and use in other countries, when card and phone with app is in other. Revolut isnt a bank, will not help to refund money. Its not 100% safe. Can google for more and more cases like my. So think 2 times if you are ready to risk with your money. They have so many complains that Revolut will answer in 15 business days to your complanes :)",1,26/3/2024 4:51,Revolut,288,0.337604344,0.662395656,0
Carmelo,"They keep asking for an additional Tax ID even though I already provided the right one. Opened 2 tickets, they told me it was fixed and still receiving the same pop up mentioning my account will be frozen in May if I don't fix this. Horrible service. Better alternatives.",1,26/3/2024 4:49,Revolut,289,0.013142727,0.986857295,0
M,Easy to use,5,26/3/2024 4:34,Revolut,290,0.98414886,0.015851136,1
ah180168,Excellent,5,26/3/2024 4:28,Revolut,291,0.957194984,0.042804945,1
Lord Jhezhi,it seems not to work in my area can't create an account they wont send a verification code i changed phone and number still the same,1,26/3/2024 4:20,Revolut,292,0.453830957,0.546169043,0
Dragos,Fake bank,1,26/3/2024 3:39,Revolut,293,0.396630049,0.603369951,0
Azar 525,Gut,4,26/3/2024 3:35,Revolut,294,0.708322704,0.291677237,1
Aidana Kassymova,Good service,5,26/3/2024 3:16,Revolut,295,0.931316912,0.068683043,1
Valeria Lomtatidze,"How many times am I supposed to submit my Tax ID number?! It's not that I have it with me all the time to keep reassuring your system that nothing changed... please do not lose data that you have already asked for. Very inconvenient. Overall, I could not find a better bank. The most practical of all",4,26/3/2024 3:02,Revolut,296,0.97108686,0.028913185,1
Jackie starrs,Brilliant,5,26/3/2024 2:40,Revolut,297,0.923916996,0.076083004,1
Serg Paulo,Just fantastic :smiling_face_with_heart-eyes:,5,26/3/2024 2:20,Revolut,298,0.982992589,0.017007515,1
Thelma Rocha,"So far, so good.",5,26/3/2024 2:15,Revolut,299,0.932446539,0.067553453,1
Kit Kat,It withdrew money for several months for premium subscription although I never subscribed. And then I had to pay 2 months' subscription just to unsubscribe!,1,26/3/2024 1:46,Revolut,300,0.036486831,0.963513255,0
Bernadette Cotter,lots of problems. appwont ope for ages and or not at all l can't use it!!!!,1,26/3/2024 1:17,Revolut,301,0.022368187,0.977631867,0
Ana Pestana,Awesome app love the exchange rate prices,5,26/3/2024 1:15,Revolut,302,0.956804872,0.04319511,1
Igor Mezeckis,"4 years, no issues, totally satisfied",5,26/3/2024 1:04,Revolut,303,0.988914669,0.011085416,1
Graham,Very useful travelling tool,5,26/3/2024 1:00,Revolut,304,0.93362993,0.066370033,1
Irina Volmer,Best and easy app,5,26/3/2024 0:58,Revolut,305,0.915380657,0.084619328,1
Truseno Neely,Awesome app,5,26/3/2024 0:55,Revolut,306,0.821555614,0.178444341,1
Tracey Germon,Good,4,26/3/2024 0:41,Revolut,307,0.841575801,0.158424243,1
Ivan Juresko,"After updating the app - terrible investing charts, both on crypto and stock/etf. Not terrible, totally WRONG indication of value. Fix this ASAP.",3,26/3/2024 0:40,Revolut,308,0.01492688,0.98507309,0
Lukáš Ralidiak,Clicked 3 months free premium but got billed in 1 click. Very dishonest Ps: you really make me check periodically if i left lowest possible rating Pps: no im not going in for a chat. I would be much more happy if you accepted my cards or worked with my other accounts,1,26/3/2024 0:40,Revolut,309,0.022587512,0.977412581,0
Anti Manni,I don't like that i cannot know the reason for my account blocking.,4,26/3/2024 0:28,Revolut,310,0.139191017,0.860809028,0
Katerina Ioannou,ery useful,4,26/3/2024 0:20,Revolut,311,0.906214535,0.093785502,1
Bianca Svarstad,I love it!,5,26/3/2024 0:18,Revolut,312,0.977030456,0.022969518,1
Clare Gallagher,"Very useful for doing quick financial transactions. Easy to use, and great for setting up separate pots of monies for different things.",5,26/3/2024 0:08,Revolut,313,0.99070859,0.009291396,1
ginger pro,Great,5,26/3/2024 0:04,Revolut,314,0.905782282,0.094217651,1
Simon M.,Excellent experience,5,26/3/2024 0:02,Revolut,315,0.91891259,0.081087455,1
ShoSho Brown,wow. just wow.. a must have bank to pick up the lack other banks have,5,25/3/2024 23:35,Revolut,316,0.989339769,0.010660096,1
lee liptrott,Great card and app,5,25/3/2024 23:32,Revolut,317,0.960218608,0.039781388,1
Jay Josepshs,Exceptional online banking!,5,25/3/2024 23:27,Revolut,318,0.971606076,0.028394004,1
Agnes Dunbar,Excellent,5,25/3/2024 23:27,Revolut,319,0.957194984,0.042804945,1
Gary,Great stuff,5,25/3/2024 23:02,Revolut,320,0.872983754,0.127016306,1
Becki Walker,Easy to use good app all round,5,25/3/2024 22:41,Revolut,321,0.952403426,0.047596671,1
Carl Ontong,I cannot fault Revolut..it has always worked well for me throughout international travels.,5,25/3/2024 22:09,Revolut,322,0.990964949,0.009035134,1
Yakunat Sankey,"It's one of the most popular digital banks with good reason. Responsive app, great features and competitive rates/cashback with loads of retail and travel partners.",5,25/3/2024 22:07,Revolut,323,0.993583381,0.006416638,1
ThatGuyWithaGoodMic UNKNOWN,Very helpful and useful app that I highly recommend to anyone to use.,5,25/3/2024 22:04,Revolut,324,0.98897475,0.01102531,1
Ant on,Great app this is the future of banking,5,25/3/2024 21:55,Revolut,325,0.981241763,0.018758228,1
Luis Cobarrubia,I love my new credit card,5,25/3/2024 21:46,Revolut,326,0.977074862,0.022925211,1
Tristan Trevissick,Very very good nice,5,25/3/2024 21:39,Revolut,327,0.910564959,0.089435041,1
Dominik Mc Mahon,"I cannot now log into the app, it crashes on opening, even having updated it. It refuses to send me either an sms or email to let me enter and access my funds, I just get a notification saying 'something went wrong'. This is ridiculous. There is no online support, apparently it's only in-app. Where do I go from here?",1,25/3/2024 20:56,Revolut,328,0.021458749,0.978541315,0
Lucas Ormond,Amazing transaction quickness very happy all round,5,25/3/2024 20:55,Revolut,329,0.983860791,0.016139235,1
boby davis,"Very good app,we can send money any where with best rate .Also we can have savings option also",4,25/3/2024 20:50,Revolut,330,0.962354422,0.037645604,1
Roberto de Abreu,Works well and does what I need it to do,5,25/3/2024 20:48,Revolut,331,0.985940993,0.014058853,1
Trevor Langthorne,Very poor,2,25/3/2024 20:33,Revolut,332,0.032324545,0.967675328,0
cucoara costel,Add Honor Magic V2 to esim list of supported devices.,1,25/3/2024 20:24,Revolut,333,0.897390246,0.102609798,1
syed zakeer,they're opening my account since 1 year disgusting. always on waiting list,1,25/3/2024 20:23,Revolut,334,0.068987794,0.931012154,0
Azabe Boubak,Good,5,25/3/2024 20:07,Revolut,335,0.841575801,0.158424243,1
Waqas Arshad,Very Good Service with lots of features,5,25/3/2024 19:59,Revolut,336,0.941707075,0.058292933,1
al mai durr,Great services!,5,25/3/2024 19:55,Revolut,337,0.938303888,0.061696064,1
Ellie Patterson,Good and easy to use,4,25/3/2024 19:47,Revolut,338,0.984407485,0.015592527,1
Top games,Amazinb,5,25/3/2024 19:21,Revolut,339,0.754943848,0.245056093,1
Emma Purcell Skehan,Keeps crashing on me won't even open the app for me now,1,25/3/2024 19:17,Revolut,340,0.034929477,0.965070486,0
pedram tabaeian,"Best bank , easy transaction ,no daily problems with app",5,25/3/2024 19:07,Revolut,341,0.968292773,0.031707171,1
Tariro Makhakhe,Quick and easy to use,5,25/3/2024 18:52,Revolut,342,0.987311721,0.012688209,1
Manuel Perez,"Great card , recommend to everyone to travel",5,25/3/2024 18:51,Revolut,343,0.961863935,0.038136002,1
Robert Kargbo,This app is not available in my country SierraLeone,1,25/3/2024 18:43,Revolut,344,0.782081008,0.217918918,1
mariusz kozinski,Easy quick and funcional app,5,25/3/2024 18:40,Revolut,345,0.96599555,0.034004357,1
Chris Rawlings,Just Great,4,25/3/2024 18:32,Revolut,346,0.95111692,0.04888301,1
Chris Armstrong,Very good app use it when I am abroad alot and night out in this country,5,25/3/2024 18:13,Revolut,347,0.969002128,0.03099788,1
James Webster,"Great app, easy to use....",5,25/3/2024 18:12,Revolut,348,0.986002564,0.013997347,1
Rebecca Taylor,Easy to go with revolut,5,25/3/2024 17:53,Revolut,349,0.796609521,0.203390494,1
Kenneth Estrada,No idea if I was able to get my money out. Laggy app that never works.,1,25/3/2024 17:51,Revolut,350,0.021984426,0.978015602,0
Paul Smith,Love the refer friend get paid wages early top quality better than hugh street banks,5,25/3/2024 17:44,Revolut,351,0.986878216,0.013121692,1
Paweł Mateusz Zimny,"Aplikacja dla idiotów. Fantazyjne pascody a google pay autoryzuje się sam, ale niczym nowobogacki ruski mogę zamówić złotą kartę. Macie złote koronki do szczęki?",1,25/3/2024 17:43,Revolut,352,0.022765741,0.977234185,0
Lynda Fortune,"Very satisfied with service , easy to use with no delays",5,25/3/2024 17:29,Revolut,353,0.986653268,0.013346652,1
SIMON TRAIN,Really good app easy to use.,5,25/3/2024 17:28,Revolut,354,0.957604051,0.04239589,1
Vinod Kumar,Love this app how can one make such an exceptional app .,5,25/3/2024 17:11,Revolut,355,0.960210443,0.039789524,1
DM Media,Does the trick. :OK_hand_medium_skin_tone:,5,25/3/2024 17:07,Revolut,356,0.955728173,0.044271797,1
liz byrne,Very good,5,25/3/2024 17:07,Revolut,357,0.924582422,0.075417645,1
peter scott creative,Easy to use,5,25/3/2024 16:56,Revolut,358,0.98414886,0.015851136,1
Sharon Nabos Historillo,easy to use.. great,5,25/3/2024 16:49,Revolut,359,0.97310245,0.02689752,1
Riccardo Lucarelli,Good bank,5,25/3/2024 16:48,Revolut,360,0.92671448,0.073285513,1
Richard Rees Phillips,could do with more available trading markets.,4,25/3/2024 16:43,Revolut,361,0.844149351,0.155850604,1
Amal Elderaa,Useful application,5,25/3/2024 16:34,Revolut,362,0.89659214,0.103407845,1
Dimitris Tsatsos,Perfect app,5,25/3/2024 16:23,Revolut,363,0.898664951,0.101335078,1
David Riordan,Good system when it works.,4,25/3/2024 16:07,Revolut,364,0.97357434,0.026425656,1
Jomar,Taking so longgggggggggggg poorrrrrrrrrrr transferring,1,25/3/2024 15:54,Revolut,365,0.036248896,0.963751137,0
